,quote,classe,methode of collection,groupe,source URL
4143,عزة النفس أن تسمو وتبتعد عن كل من يقلل من قيمتك.,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4144,عزة النفس نقطة انتهى عندها ألف صديق وألف حبيب.,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4145,عزة النفس ليست لساناً ساخراً وطبعاً متكبراً، عزة النفس هي أن تبتعد عن كل ما يقلل من قيمتك.,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4146,الكرم هو أن تعطي أكثر من استطاعتك، وعزة النفس هي أن تأخذ أقل مما تحتاج.,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4147,عزة النفس ترغمني بأن لا أفرضها علي من لا يقدرها.,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4148,الشوق شئ وعزة النفس أشياء.,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4149,العزة فى القناعة والعبد متى أنزل فاقته بربه، أعزه بعزه وأغناه بغناه.,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4150,لا تأتي الثقة بالنفس من خلال كونك دوماً على حق، بل من خلال كونك غير خائف من أن تكون على خطأ.,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4151,جميلة هي عزة النفس لأنها تشعرنا بالاكتفاء رغم الحاجة.,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4152,فى قانون عزة النفس من طال غيابه أصبح غريباً.,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4153,كن صبوراً مع نفسك، زد خبراتك ومهاراتك، لا يوجد أعظم من الاستثمار في النفس.,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4154,على سبيل الكرامة لا تجبر نفسك على أحد ولا تجبر أحد عليك.,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4155,عزة النفس هي أن تتقمص دور المكتفي بأي شئ وأنت فى أمس الحاجة لكل شئ.,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4156,عزة النفس هي أن أضحك أمامك وفي داخلي جحيم مشتعل.,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4157,الحب جميل لكن عزة النفس أجمل بكثير.,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4158,أرقى أنواع عزة النفس، هو الصمت في الوقت الذي ينتظر فيه الناس انفجارك بالكلام.,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4159,خُلِقتَ لنَفسِك أولاً وليسَ للعَابِرين، يَجِب عَليكَ أنْ تتَلذّذ بنِعمَةِ الإكتِفَاء بذَاتِك.,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4160,حين أكتشفُ من أنا، سأكون حُراً.,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4161,ليس من شأنك ما أنا عليه؛ إن لم أضرك.,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4162,لا تقارن نفسك بالآخرين إذا قمت بذلك، فإنك تهين نفسك.,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4163,يقول الأخطل الصغير:,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4164,يقول عنترة بن شداد: ,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4165,يقول أسامة بن منقذ:,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4166,يقول أبو فراس الحمداني:,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4167,يقول المتنبي:,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4169,"يقول أنيس منصور: ""الثقة بالنفس معركة ضد كل مضاعفات الهزيمة"".",العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4170,خذ من الصقر ثلاثاً بعد النظر وعزة النفسوالحرية,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4175,ذات صلة,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4176, حكمة عن العدل,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4177, حكم عن العدل,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4178,من عمل بالعدل فيمن دونه، رزق العدل ممن فوقه.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4179,لا ينبغي لمن تمسك بالعدل أن يخاف أحدًا، فقد قيل: إن العدول لا يخافون الله تعالى، أي: لا خوف عليهم منه، إذا اتبعوا رضاه، وانتهوا إلى أمره.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4180,لا يمنعك قضاء قضيته اليوم، فراجعت فيه عقلك، وهديت لرشدك، أن ترجع إلى الحق، فإن الحق قديم، ومراجعة الحق خير من التمادي في الباطل.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4181,يُبقي الملك ثلاثة: العدل، وحسن التدبير، وفعل الخير.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4182,لا تطلب العدالة بإلحاح، لأنك قد تحصل على البعض.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4183,العدالة هي الضمير، وليست ضميرك الشخصي، بل ضمير البشرية أجمع.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4184,العدالة هي عدم الانحياز، والمساواة بين جميع الأفراد، فيحظى القوي، والضعيف بنفس المعاملة.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4185,كلكم يترشح لهذا الأمر، ولا يصلح له منكم إلا من كان له سيف مسلول، ومال مبذول، وعدل تطمئن إليه القلوب.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4186,يوم العدل على الظالم، أشد من يوم الظلم على المظلوم.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4187,بالعدل ثبات الأشياء، وبالجور زوالها، لأن المعتدل هو الذي لا يزول.  ,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4188,العدالة هي الوسيلة التي يقطع بها الظلم من جذوره.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4189,العدالة المتطرفة في كثير من الأحيان ظلم.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4190,يا بني، إنّ الملك، والعدل أخوان لا غنى بأحدهما عن صاحبه، فالملك أسٌّ، والعدل حارس، وما لم يكن أسٌّ فمهدوم، وما لم يكن له حارس فضائع. ,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4191,العدالة يجب أن تزيل الضمادة من على عينيها لفترة تكفي للتمييز بين الشر، والخير.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4192,لم يكن الناس ليعرفوا العدل، لو لم يكن هناك ظلم.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4193,ليس من العدل أن تطلب من الآخرين ما لست أنت مستعدا لفعله.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4194,القاضي والطبيب يقتلان دون أن يعاقبا.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4195,حسن رأي القاضي خير من شاهدي عدل.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4196,لا تنعقد محكمة الضمير، إلا نادراً لغياب القاضي.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4197,لا ينبغي للرجل أن يكون قاضياً حتى تكون فيه خمس خصال: يكون عالماً قبل أن يستعمل، مستشيرا لأهل العلم، وملقياً للرثع، ومنصفاً للخصم، ومقتدياً بالأئمة.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4198,فويل، ثم ويل ثم ويل، لقاضي الأرض من قاضي السماء.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4199,قالوا قديماً: لو أنصف الناس استراح القاضي.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4200,الضمير هو القاضي الذي لا يخطئ حتى نخنقه نهائياً.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4201,إذا أتاك أحد الخصمين، وقد فقئت عينه، فلا تفض له حتى يأتيك خصمه، فلعله قد فقئت عيناه جميعاً.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4202,قمة العدل في نَظَر القاضي هي قمة الظُلم في نَظَر المُذْنِب.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4203,ولكن الله الذي يشفق على جميع الناس، ويرأف بجميع الناس، سيشفق علينا، وسيرأف بنا، لأنه يدرك كل شيء، إنه هو الواحد الأحد، إنه هو القاضي الأعلى.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4204,النجاح هو القاضي الدنيوي الوحيد للصواب والخطأ.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4205,القاضي تلميذ قانون يصحح أوراق إجاباته بنفسه.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4206,يخسر من يكثر الدموع أمام القاضي الفطن.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4207,من خصمه القاضي إلى من يشتكي.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4208,أعطني قضاء أعطك دولة.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4209,عندما ينتهي القانون يبدأ الطغيان.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4210,من شأن كل إنسان أن يرى تحقيق العدالة.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4211,أساس العدالة هو حسن النية.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4212,عدل قائم خير من عطاء دائم.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4213,المصيبة ليست في ظلم الأشرار، بل في صمت الأخيار.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4214, لا يمكن أن تكون العدالة لطرف واحد، وإنما لكلا الطرفين.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4215,لا توجد فضيلة عظيمة حقًا، ومنطقية كالعدالة.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4216,بالعدل قوام العالم.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4217,العدالة دون قوة عاجزة، والقوة دون عدالة طاغية.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4218,العدالة المتطرفة، في كثير من الأحيان ظلم.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4219,إذا وافق الحق الهوى، فهو ألذ من مذاق العسل.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4220, الساكت عن الحق شيطان أخرس.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4221,العادل فائز، والمتعسف على سبيل الهلكة.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4222, لا يمكن تفضيل شيء قبل العدالة.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4223,العدالة هي الحقيقة الوحيدة في العمل.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4224,سلطان بلا عدل كالنهر بلا ماء. ,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4225,تأخير العدالة هو الظلم.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4226,العدل أو الشجاعة.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4227,يقول سليمان بن يزيد العدوي:,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4228,يقول أبوالفتح البستي:,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4229,يقول ابن الحزم:,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
