quote,classe,methode of collection,groupe,source URL
 إن عدم الوفاء للشهداء هو بداية الهزيمة الحقيقة لأي أمة.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
 لا تقطع أبداً وعداً لا تستطيع الوفاء به.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
 إن الصبر لله غناء، والصبر بالله بقاء، والصبر مع الله وفاء، والصبر عن الله جفاء.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
 الحب كالزهرة الجميلة والوفاء هي قطرات الندى عليها، والخيانة هي الحذاء البغيض الذي يدوس على الوردة فيسحقها.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
 حبك لي حب افتراضي، وفاؤك لي وفاء افتراضي، وحده موتي الافتراضي حقيقي كالتنفس.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
 الوفاء عملة نادرة والقلوب هي المصارف، وقليلة هي المصارف التي تتعامل بهذا النوع من العملات.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
 كم تمنيناك فلما صرت لنا صرت لغيرنا ثم أنت كما أنت لا وفاء فيك لأحد.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
 كم كانت درجاتك في امتحان الوفاء الأول مزرية، وكم تعاقبت بعدها الانحدارات، وكم تضخم العار!,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
 الوفاء خير وسادة للراحة.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
 استثمرت فيك بكل ما ملكتُ من حبٌ  ووفاء ونقاء، فكانت خَسارتي فيك أكبر خَساراتي.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
 الوفاء عند الملاح صدف، أسعفيني يا دموع العين.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
 قد تكون شخصاً واحداً بالنسبة للعالم لكنك قد تكون العالم كله بالنسبة لشخص واحد.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
 الصديق الوفي هو شخص يعرفنا لكنه يحبنا بكل الأحوال.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
 لا يتحقق الوفاء، إلا إذا احترق فؤادي لمن أحب وهو لا يعلم.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
 الصديق الوفي هو من يمشي تجاهك عندما يمشي الجميع بعيداً عنك.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
 علمني الوفاء أن أضيء شمعتي بنهاية كل ليلة، لأبحث عن أوراقي لأنسج أشعاري وكلماتي وأرتب الفواصل بين جُمل الحب وكلمات العشق.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
 الصديق الوفي هو الشخص الذي يتواجد معك عندما يكون بإمكانه أن يتواجد في مكان آخر.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
 علمني الوفاء أن أحسب خطواتي أنا فقط، ولا أحُاسب من أحب على خطواته.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
  الصديق الوفي هو الشخص الذي يؤمن بك عندما تشك بنفسك.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
 أفتقد الحب المعطّر بعبق الوفاء، والصداقة المعطرة بنسيم الإخلاص.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
 صديقك الوفي هو من يعرف عنك كل شيء وما زال معجباً بك.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
 سلامٌ على الدنيا إِذا لم يكنْ بها، صديقٌ صدوقٌ صادق الوعدِ منصفاً.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
 الأصدقاء الأوفياء مثل ألماس نادرون للغاية، والأصدقاء السيئون كورق الشجر مترامين في كل مكان.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
 صديق منافق  يتصنع الوفاء، يتعمد إحراجك، تتمنى له الخير ويحسدك.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
 الوفاء أصل الصدق والعقل، والغدر أخو الكذب والجور.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
 الصداقة زرعة لابد أن نرويها بماء الإخلاص والوفاء ونحيطها بتراب الزمن حتى تظل دائماً.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
 موت الوفاء عين الحكمة أحياناً.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
 الوفاء صدق اللسان والفعل معاً، والغدر كذب بهما.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
 ليس هناك منظر أشد قتامة من الصواب عندما لا يكون في جانبنا.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
 الوفاء هو أن تبتسم في وجه من يبتسم لك وأنت حزينٌ من داخلك .,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
 يا زمن لماذا تركت الوفاء يغرق پعيداً دون أن تنقذه من غدر الأيام، لماذا تركت الإخلاص يختفي عن الوجود دون أن تعطيه ولو فرصة واحدة للبقاء.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
١ أقوال وحكم عن الوفاء,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
٢ أجمل العبارات عن الوفاء والإخلاص,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
٣ قصيدة صدق الوفاء,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
ذات صلة,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
 حكم وأمثال عن الوفاء,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
 حكم عن الوفاء,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
أمهل الوعد وعجل بالوفاء.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
الوفاء من شيم الكرام، والغدر من صفات اللئام.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
أبطأ الناس في قطع الوعود أحرصهم على الوفاء بها.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
وعد بلا وفاء عداوة بلا سبب.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
الوفاء والصدق يجلبان الرزق.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
حفظ السر من صدق الوفاء.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
إن عدم الوفاء للشهداء هو بداية الهزيمة الحقيقية لأية أمة.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
لا تقطع أبداً وعداً لا تستطيع الوفاء به.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
شعب لا يعرف الوفاء شعب لا يعرف التقدم.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
المدينة العظمى هي التي يسود فيها العلم، والحرية، والإخاء، والوفاء.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
عندما يخونك أحد من الناس، قف رافعاً رأسك ولا تنحني؛ لأنك أنت من فزت بالوفاء.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
لا يُقاس الوفاء بما تراه أمام عينك، بل بما يحدث وراء ظهرك.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
أما أنا فأعيش وحدي في السماء، فيها الوفاء والأرض تفتقد الوفاء، ما أجمل الأيام في دنيا السحاب، لا غدر فيها لا خداع.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
أجمل ما يمكن أن تهديه في حياتك هو العفو عن عدوك، والصبر على خصمك، والقدوة الحسنة لطفلك، والإحسان لوالديك، والاحترام لنفسك، والأفضل على الإطلاق هو الإخلاص لكل هذا.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
لا تُقاس العلاقات أبداً بطول العشرة، ولكن تُقاس بجميل الأثر وجميل الإخلاص والمحبة، فكم من معرفة قصيرة المدى لكنها بجمالها وهدوئها أعمق وأنقى بكثير من أطول معرفة.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
من يقدم لك الإخلاص إياك أن تهمله أبداً.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
إن المرأة لا تهزأ من الحب، ولا تسخر من الوفاء إلا بعد أن يخيب الرجل آمالها.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
الإخلاص في قلوب الرجال أكثر أهمية من النجاح.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
السعادة الحقيقية لا تتحقق أبداً من إشباع رغباتنا وتحقيق أمنياتنا فقط، ولكن تتحقق بالإخلاص لهدف يستحق ذلك.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
كل خائن يختلق لنفسه ألف عذر وعذر ليقنع نفسه بأنه فعل الصواب.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
الوفاء هو بحر من الأخلاق والصفات الحميدة، لا يشوبه الغدر ولا يعرف الخيانة.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
الإخلاص هو بطاقة وجدانية سامية تفتح أمامنا المجال للشعور بالثقة والأمان والحب تجاه الآخرين، وتجعلهم ينشدون المثالية في التعامل. ,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
الإخلاص هو بحر من الأخلاق والصفات الحميدة والوفاء.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
ليس كل من يتكلم عن الحب كمن يتألم من الحب، وليس كل من يقرأ رسائل الحب كمن يكتبها بدم القلب.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
إن للوفاء والإخلاص دور كبير بين الأحبة الذين لا يتغيرون على مر الزمان والمكان، فهم صامدون لا تغيرهم أمواج البحر، يبقى الوفاء والإخلاص باقٍ يدوم على مر الزمان.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
الإخلاص هو الكتمان والمحافظة على السر، المحافظة على الصمت دائماً، حتى ولو علمت أن هذا الصمت سيهدم الدنيا.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
الإخلاص مثل الموت تماماً، لا مكان للمساومة، إن تجاوزت الخط الأحمر مرة لا رجعة.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
لا قيمة أبداً للجمال إن انعدم الإخلاص.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
الجود يذب الموجود والوفاء تحقيق الموعود.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
لا تحزن إذا جاءك سهم قاتل من أقرب الناس إلى قلبك، فسوف تجد من ينزع السهم، ويعيد لك الحياة والابتسامة.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
أبطأ الناس في قطع الوعود أحرصهم على الوفاء بها.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
وعد بلا وفاء، عداوة بلا سبب.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
سُئل أحد العرب، بأي شيء يعرف وفاء الرجل دون تجربة واختبار، قال: بحنينه إلى أوطانه، وتلهّفه على ما مضى من زمانه.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
حفظ السر من صدق الوفاء.,الوفاءُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1
ذات صلة,النظافةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%81%D8%A9
 أقوال عن النظافة,النظافةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%81%D8%A9
 حكمة عن النظافة,النظافةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%81%D8%A9
لا تقتل البيئة كي لا تقتلك.,النظافةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%81%D8%A9
امتناعك عن إلقاء القمامة في الشارع يعني توفيرك انحناءة لظهر عامل النظافة.,النظافةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%81%D8%A9
لو قام كل امرئ بالتنظيف حول بيته، لأصبحت كل مدينة نظيفة.,النظافةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%81%D8%A9
لا بد من المحافظة على نظافة بيئتنا.,النظافةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%81%D8%A9
الحرب تدمّر الحياة، وتسبّب في تلوّث البيئة.,النظافةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%81%D8%A9
حافظ على البيئة، تحافظ عليك.,النظافةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%81%D8%A9
