,quote,classe,methode of collection,groupe,source URL
5405,١ أقوال عن النظافة,النظافةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%81%D8%A9
5406,٢ حكم في النظافة,النظافةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%81%D8%A9
5407,٣ كلمات للحث على نظافة المدرسة,النظافةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%81%D8%A9
5408,٤ أشعار وقصائد عن النظافة,النظافةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%81%D8%A9
5464,١ أجمل نصيحة,النصيحةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D8%AC%D9%85%D9%84_%D9%86%D8%B5%D9%8A%D8%AD%D8%A9
5465,٢ أجمل نصيحة وعبارات دينية,النصيحةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D8%AC%D9%85%D9%84_%D9%86%D8%B5%D9%8A%D8%AD%D8%A9
5466,٣ أجمل نصيحة عن بر الوالدين,النصيحةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D8%AC%D9%85%D9%84_%D9%86%D8%B5%D9%8A%D8%AD%D8%A9
5467,٤ أقوال عن النصيحة,النصيحةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D8%AC%D9%85%D9%84_%D9%86%D8%B5%D9%8A%D8%AD%D8%A9
5594,١ أقوال عن النصر,النصرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D8%B5%D8%B1
5595,٢ أقوال عن الفوز والنصر,النصرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D8%B5%D8%B1
5596,٣ حكم عن النجاح والنصر,النصرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D8%B5%D8%B1
5597,٤ عبارات في النصر على الأعداء,النصرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D8%B5%D8%B1
5662,١ حكم عن الفوز والانتصار,النصرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D9%83%D9%84%D8%A7%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D8%B5%D8%B1
5663,٢ عباراتٌ وأقوالٌ جميلة عن النصر,النصرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D9%83%D9%84%D8%A7%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D8%B5%D8%B1
5664,٣ الانتصار على المرض,النصرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D9%83%D9%84%D8%A7%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D8%B5%D8%B1
5665,٤ عبارات تحفيزية عن النجاح و النصر,النصرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D9%83%D9%84%D8%A7%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D8%B5%D8%B1
5666,٥ كلام في الفوز بعد الفشل,النصرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D9%83%D9%84%D8%A7%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%86%D8%B5%D8%B1
5726,١ أفضل ما قيل في المدح,الإطراءُ والمدحُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%81%D8%B6%D9%84_%D9%85%D8%A7_%D9%82%D9%8A%D9%84_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D8%AF%D8%AD
5727,٢ كلمات عن المدح والثناء,الإطراءُ والمدحُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%81%D8%B6%D9%84_%D9%85%D8%A7_%D9%82%D9%8A%D9%84_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D8%AF%D8%AD
5728,٣ ,الإطراءُ والمدحُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%81%D8%B6%D9%84_%D9%85%D8%A7_%D9%82%D9%8A%D9%84_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D8%AF%D8%AD
5729,٤ كلمات المديح للأم,الإطراءُ والمدحُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%81%D8%B6%D9%84_%D9%85%D8%A7_%D9%82%D9%8A%D9%84_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D8%AF%D8%AD
5730,٥ قصيدة في المدح,الإطراءُ والمدحُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%81%D8%B6%D9%84_%D9%85%D8%A7_%D9%82%D9%8A%D9%84_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D8%AF%D8%AD
5731,٦ شعر في المدح,الإطراءُ والمدحُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%81%D8%B6%D9%84_%D9%85%D8%A7_%D9%82%D9%8A%D9%84_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D8%AF%D8%AD
5732,٧ أبيات شعرية في المدح,الإطراءُ والمدحُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%81%D8%B6%D9%84_%D9%85%D8%A7_%D9%82%D9%8A%D9%84_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D8%AF%D8%AD
5733,٨ أشعار في المدح,الإطراءُ والمدحُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%81%D8%B6%D9%84_%D9%85%D8%A7_%D9%82%D9%8A%D9%84_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D8%AF%D8%AD
5792,١ المدح والثّناء,الإطراءُ والمدحُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D9%85%D8%AF%D8%AD_%D9%88%D8%AB%D9%86%D8%A7%D8%A1
5793,٢ عبارات مدح وثناء,الإطراءُ والمدحُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D9%85%D8%AF%D8%AD_%D9%88%D8%AB%D9%86%D8%A7%D8%A1
5794,"٣ شعر في المدح
٣.١ طلّقت بعدك مدح النّاس كلَّهم
٣.٢ للعلاء بن صاعد في مدح
٣.٣ مديحك خير مدح المادحينا
",الإطراءُ والمدحُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D9%85%D8%AF%D8%AD_%D9%88%D8%AB%D9%86%D8%A7%D8%A1
5795,٣.١ طلّقت بعدك مدح النّاس كلَّهم,الإطراءُ والمدحُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D9%85%D8%AF%D8%AD_%D9%88%D8%AB%D9%86%D8%A7%D8%A1
5796,٣.٢ للعلاء بن صاعد في مدح,الإطراءُ والمدحُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D9%85%D8%AF%D8%AD_%D9%88%D8%AB%D9%86%D8%A7%D8%A1
5797,٣.٣ مديحك خير مدح المادحينا,الإطراءُ والمدحُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D9%85%D8%AF%D8%AD_%D9%88%D8%AB%D9%86%D8%A7%D8%A1
5798,٤ خواطر في المدح,الإطراءُ والمدحُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D9%85%D8%AF%D8%AD_%D9%88%D8%AB%D9%86%D8%A7%D8%A1
5799,٥ قالوا في المدح,الإطراءُ والمدحُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D9%85%D8%AF%D8%AD_%D9%88%D8%AB%D9%86%D8%A7%D8%A1
5800,٦ رسائل مدح,الإطراءُ والمدحُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D9%85%D8%AF%D8%AD_%D9%88%D8%AB%D9%86%D8%A7%D8%A1
5801,٧ قصيدة إذا كان مدحٌ فالنّسيب المقدّم,الإطراءُ والمدحُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D9%85%D8%AF%D8%AD_%D9%88%D8%AB%D9%86%D8%A7%D8%A1
5818,١ حكم وخواطر لمن أساء إليك,الإساءةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D9%84%D9%85%D9%86_%D8%A3%D8%B3%D8%A7%D8%A1_%D8%A5%D9%84%D9%8A%D9%83
5819,٢ حكم عن الإساءة,الإساءةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D9%84%D9%85%D9%86_%D8%A3%D8%B3%D8%A7%D8%A1_%D8%A5%D9%84%D9%8A%D9%83
5820,٣ حكم عن الظلم,الإساءةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D9%84%D9%85%D9%86_%D8%A3%D8%B3%D8%A7%D8%A1_%D8%A5%D9%84%D9%8A%D9%83
5821,٤ حكم عن العفو لمن أساء إليك,الإساءةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D9%84%D9%85%D9%86_%D8%A3%D8%B3%D8%A7%D8%A1_%D8%A5%D9%84%D9%8A%D9%83
5822,"٥ قصائد عن الإساءة
٥.١ قصيدة إني وإن كنتِ قد أسأتِ بي
٥.٢ قصيدة أَسَأتُ إِذ أَحسَنتُ ظَنّي بِكُم
٥.٣ قصيدة لا تَبْغ شَرَّ امْرىء شَرًّا من الدَّاء
",الإساءةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D9%84%D9%85%D9%86_%D8%A3%D8%B3%D8%A7%D8%A1_%D8%A5%D9%84%D9%8A%D9%83
5823,٥.١ قصيدة إني وإن كنتِ قد أسأتِ بي,الإساءةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D9%84%D9%85%D9%86_%D8%A3%D8%B3%D8%A7%D8%A1_%D8%A5%D9%84%D9%8A%D9%83
5824,٥.٢ قصيدة أَسَأتُ إِذ أَحسَنتُ ظَنّي بِكُم,الإساءةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D9%84%D9%85%D9%86_%D8%A3%D8%B3%D8%A7%D8%A1_%D8%A5%D9%84%D9%8A%D9%83
5825,٥.٣ قصيدة لا تَبْغ شَرَّ امْرىء شَرًّا من الدَّاء,الإساءةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D9%84%D9%85%D9%86_%D8%A3%D8%B3%D8%A7%D8%A1_%D8%A5%D9%84%D9%8A%D9%83
5867,١ أقوال عن البخل,البخلُ والشحُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%A8%D8%AE%D9%84
5868,٢ أقوال عن الكرم,البخلُ والشحُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%A8%D8%AE%D9%84
5936, الصدق، والإخلاص، البساطة والتواضع، والكرم، وغياب الغرور، والقدرة على خدمة الآخرين – وهي صفات في متناول كل نفس – هي الأسس الحقيقية لحياتنا الروحية.,البخلُ والشحُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%A8%D8%AE%D9%84
5943,١ كلمات عن الانتقام,الانتقامُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D9%83%D9%84%D9%85%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D9%82%D8%A7%D9%85
5944,٢ حكم عن الانتقام,الانتقامُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D9%83%D9%84%D9%85%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D9%82%D8%A7%D9%85
5945,٣ كلمات عن الثأر,الانتقامُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D9%83%D9%84%D9%85%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D9%82%D8%A7%D9%85
5975,١ الأمثال العربية,الإفراطُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
5976,٢ أمثال عن العزة والشجاعة,الإفراطُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
5977,٣ أمثال عن الصبر والمواساة,الإفراطُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
5978,٤ أمثال عن العلم والحكمة,الإفراطُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
5979,٥ أمثال عن الصداقة,الإفراطُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
5980,٦ أمثال عن الذكاء,الإفراطُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
5981,٧ أمثال عن الخبرة في الحياة,الإفراطُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
5982,٨ أمثال عن المشورة,الإفراطُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
5983,٩ أمثال عن النصح,الإفراطُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
5984,١٠ أمثال عن الجد والعمل,الإفراطُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
5985,١١ أمثال عن السكوت والكلام,الإفراطُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
5986,١٢ أمثال عن المدح ومكارم الأخلاق,الإفراطُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
5987,١٣ أمثال عن العدل,الإفراطُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
5988,١٤ أمثال عن الحذر,الإفراطُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
5989,١٥ أمثال عن الحب,الإفراطُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
5990,١٦ فيديو أمثال شعبية,الإفراطُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
6148,المُنحطّون في حاجة إلى الكذب.. إنه إحدى شروط بقائهم. - فريدريش نيتشه,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6149,جميع الأمور المتعلقة بالحرب تعتمد على الخداع (الحرب خدعة). - سون وو,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6150,ما من أحد يرتكب الكذب، إلاّ إذا تكلم ضد ضميره. - فريدريش نيتشه,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6151,أصبحت لا أقيم للتاريخ وزناً ولا أحسب له حساباً لأني رأيته بيت الكذب ومناخ الضلال ومتشجم أهواء الناس.. إذا نظرت فيه كنت كأني منه في كثبان من رمال الأباطيل قد تغلغلت في ذرات ضئيلة من شذور الحقيقة. - معروف الرصافي,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6152,توهمتك فارساً قادماً من عصور الوفاء المنقرضة وتوهمتني غانية قادمة من أقبية الخداع لتعبث بك وكان كلانا مخطئاً. - غادة السمان,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6153,وحده الصمت هو ذلك الشيء العاري الذي يخلو من الكذب. - احلام مستغانمي,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6154,سلطة المال كما سلطة الحكم لا تعرف الأمان العاطفي. يحتاج صاحبها إلى أن يفلس ليختبر قلوب من حوله، أن تنقلب عليه الأيام ليستقيم حكمه على الناس. - احلام مستغانمي,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6155,الكذب يكون بالكلمات وأيضاً بالصمت. - أدريان ريتش,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6156,معنى العقل وعمله تمييز الأشياء وتفصيلها.. ومعنى الصدق وعمله ثبات الأشياء في مواضعها.. ومعنى الجهل وعمله تلبيس الأشياء وتخليطها.. ومعنى الكذب وعمله وضع الأشياء في غير مواضعها. - أفلاطون,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6157,ولأنهم اعتنقوا الكذب ديناً يتهمون الصادقين بالالحاد. - شكري بلعيد,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6158,لن أقول لك الكذب حرام سأخبرك الكذب معيب.. لن أتلفظ بكلمة دينية بهدف الترهيب فمن خلقك لطيف وليس ارهابياً.. سأحدثك عنه وستسألني لماذا خلقنا لكنني لا أعرف أن كنت حينها سأقنعك برأيي.. إذا لم تقتنع فهذا شأنك أنت وليس شأني. - خلود سكرية درويش ,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6159,الشاعر الذي يتقن الكذب عن وعي ومعرفة وحده القادر على قول الحقيقة. - فريدريش نيتشه,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6160,ولأنَّهم اتّخذوا الكَذِبَ ديناً فإنّهم يتّهمون الصادقين بالإلحاد. - شكري بلعيد,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6161,في زمن الخِداع يكونُ قول الحقيقة عَملاً ثورياً. - جورج أورويل,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6162,الرجل جليد نحو الحقيقة ونار نحو الكذب. - جان دو لافونتين,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6163,الموت مع الصدق خير من الحياة مع الكذب. - أرسطو,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6164,قول الحقيقة وازعاج الناس أفضل من الكذب لإرضاء الناس. - باولو كويلو,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6165,الكذب في بلادنا ليس استثناء، ولكنه من فرط التكرار صار يشبه الحقيقة. - واسيني الأعرج,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6166,المخادع ذئب يبكي تحت أقدام الراعي. - ألبير كامو,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6167,السمعة أكثر الخدع زيفاً وبطلاناً، فهي كثيراً ما تكتسب دون وجه حق وتُفقد دون وجه حق. - وليم شكسبير,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6168,خدعة أفضل المتامرين يمكن أن تسيء إلى صاحبها. - لافونتين,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
